object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
81232295,27.608696,-51.44946,282.29184,-63.2495,0.0,0.0991,0.1004,0.0289,38.3238,0.018,90
81253442,84.01899,-60.81227,269.72668,-32.56438,0.0,0.0985,0.1325,0.0324,38.9719,0.052,42
81274374,10.195312,-5.229529,115.848,-67.95458,0.0,0.2681,0.2748,0.0733,40.7363,0.049,90
81401873,289.16016,-8.687297,27.990124,-9.521906,0.0,0.3409,0.3587,0.0082,41.406,0.266,90
81448561,344.1797,-9.140394,61.087154,-57.492455,0.0,0.2471,0.3095,0.0957,41.0334,0.03,90
81597243,335.16394,-56.064457,335.37646,-50.484562,0.0,0.249,0.2645,0.6717,40.6416,0.015,42
81686568,125.68359,-10.199918,233.01637,15.012298,0.0,0.03,0.0599,0.0441,37.1436,0.034,42
81751213,340.14706,-58.54025,329.70813,-51.239662,0.0,0.1449,0.1249,0.0208,38.8342,0.016,42
81767213,247.67578,-8.989299,6.655118,25.80215,0.0,0.2704,0.2713,0.0071,40.7046,0.275,90
81790531,134.64844,-25.1177,250.6528,13.352922,0.0,0.2039,0.203,0.0061,39.9924,0.279,90
81886891,163.47656,-35.136116,277.32333,21.82456,0.0,0.1337,0.121,0.0097,38.7593,0.068,42
81889909,88.24219,-28.801123,234.07555,-24.61349,0.0,0.3269,0.3258,0.032,41.1628,0.026,90
81913314,323.4375,-32.266235,13.678762,-47.134426,0.0,0.4201,0.4881,0.0445,42.1985,0.036,90
81983921,60.820312,-19.31304,213.43741,-45.49911,0.0,0.358,0.4109,0.0538,41.7534,0.023,90
82043184,29.504717,-50.480045,278.88663,-63.425945,0.0,0.4323,0.4481,0.0398,41.9767,0.015,90
82116600,32.16797,-12.329984,177.43819,-66.624695,0.0,0.2744,0.5807,0.6988,42.6529,0.016,90
82157690,24.795918,-62.884678,293.8365,-53.39232,0.0,0.1858,0.1735,0.0129,39.6128,0.02,42
82160413,227.28516,-40.228184,329.5315,15.425906,0.0,0.054,0.0779,0.0128,37.7404,0.101,42
82238542,318.8672,-0.447628,50.82148,-31.78715,0.0,0.4263,0.4164,0.0256,41.7878,0.05,90
82359069,17.578125,-15.249383,144.15712,-77.33658,0.0,0.534,0.5616,0.0258,42.565,0.025,90
82419877,343.07852,-44.597992,348.8021,-60.479687,0.0,0.5133,0.5161,0.2513,42.344,0.009,90
82510330,330.2143,-50.86816,344.7023,-50.072224,0.0,0.3842,0.3472,0.958,41.3233,0.024,90
82517333,289.6875,-28.801123,9.269183,-18.203985,0.0,0.2011,0.2071,0.0054,40.0412,0.094,90
82517427,144.66797,-27.279613,258.59885,18.561634,0.0,0.1438,0.1427,0.1505,39.1475,0.071,42
82543181,155.74219,-38.873585,273.7615,15.446008,0.0,0.7886,0.7895,0.0288,43.4673,0.081,42
82592591,336.4453,-24.460293,29.279303,-57.218307,0.0,0.3704,0.3745,0.0121,41.516,0.02,90
82727053,46.054688,-23.806295,214.09093,-59.93299,0.0,0.1974,0.5102,0.1004,42.314,0.015,90
82798938,78.57422,-18.524391,219.85457,-29.468122,0.0,0.4598,0.4501,0.0187,41.9882,0.047,90
82834152,199.51172,-29.656013,309.815,32.859856,0.0,0.351,0.3556,0.0224,41.3845,0.054,90
82839667,174.90234,-8.084014,274.10504,50.72339,0.0,0.3192,0.3539,0.5145,41.3723,0.035,90
82840526,265.07812,-15.249383,11.079308,8.180176,0.0,0.2308,0.2698,1.2059,40.6908,0.355,90
82895455,330.29297,-26.276812,24.225967,-52.14861,0.0,0.0855,0.081,0.0107,37.8301,0.026,42
82956932,75.234375,-13.094776,212.64665,-30.348042,0.0,0.1023,0.1016,0.0124,38.3524,0.094,42
83016336,138.33984,0.895283,230.04738,31.5762,0.0,0.5127,0.4094,0.5569,41.7442,0.022,42
83024891,9.84375,-32.266235,329.21216,-84.23356,0.0,0.4187,0.4358,0.0206,41.9048,0.01,90
83084707,309.40677,-57.209084,340.1523,-36.780075,0.0,0.3663,0.3599,0.6544,41.4146,0.06,90
83216279,144.84375,-25.44773,257.3557,19.977139,0.0,0.3405,0.2945,0.063,40.9092,0.059,90
83229482,292.32422,-18.524391,20.180359,-16.477419,0.0,0.3993,0.4039,0.2148,41.7092,0.082,42
83237104,64.37799,-51.062042,259.18213,-44.646553,0.0,0.2829,0.468,0.0873,42.0892,0.013,90
83273122,227.8125,-29.82786,335.87817,23.954687,0.0,0.4505,0.4184,0.0225,41.8001,0.243,90
83285839,82.08984,-24.95302,228.03975,-28.588013,0.0,0.2589,0.2516,0.0224,40.5179,0.104,42
83306213,15.644531,-36.05359,288.7616,-80.7661,0.0,0.5427,0.5539,0.0695,42.529,0.01,90
83377667,1.054688,-10.958863,86.18631,-70.38385,0.0,0.5631,0.5809,0.0266,42.6537,0.03,90
83423091,294.2578,0.447628,38.58702,-9.922711,0.0,0.1773,0.1704,0.0075,39.5706,0.389,42
83428038,36.73828,-13.86195,186.94394,-64.07316,0.0,0.8012,0.7909,0.024,43.4719,0.017,90
83501773,139.04297,-1.193748,232.55333,31.051702,0.0,0.3774,0.3937,0.0318,41.644,0.032,90
83578230,348.04688,0.149208,77.69583,-53.76882,0.0,0.0455,0.0489,0.0861,36.6859,0.038,90
83633172,229.21875,-1.64151,359.4105,44.6976,0.0,0.3058,0.2828,0.0255,40.8078,0.126,90
83654139,248.02734,-2.686724,12.719388,29.104567,0.0,0.1471,0.1359,0.0163,39.0329,0.212,42
83704874,274.0476,-54.916332,339.4017,-17.144022,0.0,0.1853,0.2051,0.0125,40.018,0.117,42
83772004,165.31088,-54.1489,287.1459,5.310624,0.0,0.3014,0.2899,0.0117,40.87,0.257,90
83833664,311.48438,-18.997131,27.210318,-33.47544,0.0,0.1103,0.119,0.0273,38.7193,0.06,90
83894218,97.91016,-22.66961,231.38268,-14.276114,0.0,0.0756,2.3759,1.0661,46.4135,0.066,90
84055077,183.86719,-12.177298,289.25775,49.737057,0.0,0.1909,0.1631,0.1045,39.4659,0.034,90
84107007,210.9375,-7.030393,332.66843,51.617393,0.0,0.4166,0.4141,0.0195,41.7731,0.023,90
84107887,180.35156,-7.331168,281.77686,53.473045,0.0,0.4283,0.3765,0.0395,41.5298,0.021,90
84114467,281.67453,-50.480045,345.50446,-19.879036,0.0,0.763,0.7748,0.0287,43.4173,0.057,90
84169704,71.12903,-49.507675,256.268,-40.595097,0.0,0.3101,0.3817,0.2075,41.5647,0.011,90
84251956,89.03846,-46.17818,253.05734,-28.43784,0.0,0.3974,0.3698,0.8346,41.4839,0.039,90
84422034,47.63672,-10.199918,192.33133,-53.150043,0.0,0.4235,0.436,0.0175,41.9063,0.083,90
84438807,290.39062,-28.461132,9.840614,-18.654058,0.0,0.6584,0.631,0.2246,42.8718,0.09,42
84546987,339.96094,0.74606,68.91984,-47.839146,0.0,0.4908,0.4496,0.0234,41.9856,0.063,90
84600120,48.339844,-13.554784,197.81938,-54.234406,0.0,0.3486,0.5029,0.434,42.2762,0.039,90
84701009,180.0,2.238686,274.42313,62.22886,0.0,0.3165,0.3587,0.0163,41.4061,0.016,90
84755147,141.5039,-13.86195,245.78549,25.48988,0.0,0.3077,0.304,0.0095,40.9889,0.048,42
84763209,306.73828,0.596842,44.901493,-20.824137,0.0,0.5683,0.5597,0.0101,42.5561,0.11,90
84784715,218.32031,-0.149208,349.0098,53.35622,0.0,0.0723,0.0758,0.0378,37.6766,0.034,42
84849072,329.1595,-46.571846,351.46414,-50.667084,0.0,0.3861,0.3929,0.6447,41.6388,0.016,90
84937194,175.2539,-31.03924,285.61716,29.453749,0.0,0.1513,0.194,0.0538,39.8829,0.052,90
84961927,60.98985,-53.3798,263.1121,-46.079967,0.0,0.0735,0.0877,0.0173,38.0114,0.012,42
85047008,310.07812,-6.729813,39.573273,-27.2388,0.0,0.1064,2.5902,0.9733,46.6411,0.038,42
85113493,318.40115,-58.16037,337.79214,-41.322247,0.0,0.2584,0.2594,0.0143,40.5938,0.033,90
85132953,87.890625,-27.447618,232.55751,-24.467794,0.0,0.3084,0.3264,0.0116,41.1678,0.032,90
85201260,223.94531,-29.82786,332.75305,25.747486,0.0,0.382,0.5116,0.861,42.3211,0.129,42
85209628,186.13637,-53.18726,298.85367,9.471407,0.0,0.2929,0.3584,0.224,41.4045,0.147,90
85494986,327.65625,-13.401351,41.683254,-45.6997,0.0,0.3078,2.84,0.8037,46.8827,0.04,42
85568314,69.96094,-16.801838,214.36911,-36.48208,0.0,0.2256,0.2264,0.1297,40.2585,0.049,42
85645570,217.08984,-16.64604,333.97354,40.31211,0.0,0.3885,0.3693,0.0395,41.4804,0.105,90
85697027,76.01351,-48.532253,254.85413,-37.4326,0.0,0.3913,0.4265,0.021,41.8491,0.01,90
85713794,54.74026,-46.76848,255.22005,-51.82176,0.0,0.3892,0.3817,0.018,41.5647,0.006,90
85722351,64.09664,-45.389202,251.27112,-45.720325,0.0,0.2001,0.2041,0.021,40.0052,0.012,42
85732072,331.875,-30.17244,18.139124,-54.09562,0.0,0.1385,0.1081,0.0178,38.4971,0.015,42
85779051,198.98438,-22.508005,310.32608,40.011738,0.0,0.4065,0.4592,0.0431,42.0402,0.088,90
85790549,331.875,-14.323464,43.044422,-49.797215,0.0,0.2909,0.2836,0.021,40.8147,0.027,90
85849604,53.26172,-31.03924,229.1357,-54.667713,0.0,0.3917,0.4097,0.9777,41.7461,0.013,42
85858870,227.63672,-12.329984,347.99814,38.081486,0.0,0.3757,0.3981,0.0177,41.6725,0.085,90
85878056,319.04297,-9.896853,40.96592,-36.5824,0.0,0.1121,0.2865,0.3699,40.8403,0.131,42
85892144,121.81641,-2.089372,223.74272,15.801323,0.0,0.1766,0.2533,1.1376,40.5347,0.033,90
85912024,148.1836,-29.656013,262.69733,18.926281,0.0,0.4225,0.4427,0.0138,41.9453,0.073,90
85998457,38.863636,-44.597992,259.7856,-62.83803,0.0,0.1672,2.5515,0.9467,46.6015,0.015,90
86006342,180.17578,-21.702768,287.56747,39.650524,0.0,0.0811,0.0757,0.4761,37.6755,0.04,42
86068216,129.375,-18.052954,241.81673,13.677631,0.0,0.2603,0.2579,0.0113,40.5795,0.063,42
86082633,70.48828,-16.957764,214.77951,-36.070385,0.0,0.1305,0.125,0.0139,38.8353,0.046,90
86100374,22.306034,-46.571846,284.42786,-69.17536,0.0,0.3158,0.3256,0.8835,41.1615,0.011,90
86237249,284.0625,-11.567418,23.137735,-6.300338,0.0,0.1459,0.1751,0.2419,39.636,0.498,42
86258291,238.00781,2.238686,10.90599,40.167027,0.0,0.2573,0.6551,0.1228,42.9712,0.108,90
86258843,16.347656,-4.780192,132.01167,-67.40564,0.0,0.6633,0.6322,0.3148,42.8771,0.028,42
86281789,241.17188,-0.447628,10.37389,36.038082,0.0,0.1696,0.1777,0.0154,39.6707,0.112,90
86316940,304.1292,-57.01855,340.6249,-33.93488,0.0,0.2299,0.2079,0.0081,40.05,0.042,42
86318859,331.69922,2.985506,63.56253,-40.194786,0.0,0.446,0.5575,0.3519,42.546,0.034,90
86435502,150.82031,-4.031936,243.87068,38.850136,0.0,0.074,0.074,0.0204,37.624,0.032,90
86479450,178.59375,-41.212543,291.52545,20.391903,0.0,0.1454,0.1617,0.0201,39.4445,0.157,90
86483559,336.6211,1.193748,66.09734,-45.086807,0.0,0.1452,0.1796,0.1393,39.6962,0.057,42
86637920,311.1328,-31.213543,12.774334,-36.644398,0.0,0.3499,2.4123,1.0081,46.4537,0.064,90
86682986,6.105528,-52.99461,312.10852,-63.649647,0.0,0.2926,0.3357,0.0402,41.2386,0.012,90
86853599,86.059906,-49.507675,256.49704,-30.917467,0.0,0.1179,0.1249,0.0029,38.8341,0.042,90
86875691,26.434978,-48.336796,280.07892,-66.31116,0.0,0.3515,0.5391,0.0872,42.4578,0.018,90
86931952,312.53906,-38.11104,4.400741,-38.914436,0.0,0.121,2.565,0.9139,46.6153,0.042,42
86944825,32.16797,-7.180756,169.03085,-62.915775,0.0,0.307,0.3235,0.0175,41.1452,0.019,90
86978494,38.239437,-50.28581,269.9107,-59.830486,0.0,0.1953,0.2039,0.0213,40.0037,0.029,90
86980896,59.641148,-51.062042,260.2136,-47.53589,0.0,0.1432,0.154,0.0364,39.3287,0.008,42
87017483,95.28061,-53.57223,262.06757,-25.886473,0.0,0.3507,0.3739,0.4929,41.5123,0.063,90
87045722,43.59375,-7.030393,184.02637,-54.59183,0.0,0.4574,0.464,0.014,42.0671,0.05,90
87083570,46.904762,-54.916332,270.73898,-52.844345,0.0,0.4735,0.3806,0.3158,41.5572,0.01,42
87166131,69.12162,-48.532253,255.12445,-41.990116,0.0,0.2851,0.3095,0.9014,41.0334,0.007,90
87168467,330.8203,-11.872187,45.68444,-47.78706,0.0,0.4237,0.4746,0.0934,42.1256,0.037,90
87189898,23.203125,-39.644398,271.0666,-74.817764,0.0,0.4336,0.4483,0.0198,41.9776,0.012,90
87193746,90.26012,-57.970295,266.5209,-29.30984,0.0,0.0909,0.1106,0.0226,38.5492,0.036,42
87216787,62.753906,-41.0145,245.05942,-47.04093,0.0,0.4891,0.4195,0.7952,41.8064,0.014,90
87240115,103.71094,-19.629557,230.89668,-8.089815,0.0,0.2493,2.9401,1.2002,46.9734,0.282,90
87248837,87.01172,-29.313198,234.23824,-25.795622,0.0,0.0738,0.1032,0.0143,38.3879,0.022,42
87355907,209.70703,-9.291553,329.40372,50.08444,0.0,0.4663,0.437,0.0315,41.9118,0.035,90
87384287,133.41797,-13.248015,240.06932,19.630163,0.0,0.424,0.4661,0.024,42.0788,0.07,90
87418247,125.68359,-3.583322,227.096,18.424553,0.0,0.5742,0.6141,0.0318,42.8004,0.045,90
87450743,41.132812,2.537361,169.97653,-49.71657,0.0,0.3326,0.4615,0.3056,42.0532,0.034,90
87771300,306.91406,-21.221792,23.010036,-30.21335,0.0,0.3582,0.3068,0.5244,41.0115,0.051,42
87830192,138.16406,-17.11382,246.30458,20.93985,0.0,0.4841,0.4957,0.3791,42.2386,0.043,90
88075655,340.83984,0.298417,69.356026,-48.781822,0.0,0.7573,0.7961,0.0376,43.4894,0.058,90
88113262,67.5,-17.426323,214.01897,-38.899693,0.0,0.3413,0.3353,0.0065,41.235,0.027,90
88130740,145.19531,-12.48276,247.2247,29.121084,0.0,0.2774,0.2991,0.3246,40.9483,0.036,90
88199476,354.90234,2.089372,89.45694,-56.041992,0.0,0.2538,0.2829,0.0209,40.8087,0.045,42
88318684,28.828125,-18.052954,184.60416,-72.71335,0.0,0.3005,0.3845,0.0458,41.5831,0.012,90
88335228,62.05078,-14.78593,208.1671,-42.745987,0.0,0.1713,0.5541,0.2171,42.5295,0.033,42
88372093,38.671875,-11.567418,185.26048,-61.205246,0.0,0.0509,0.0915,0.0281,38.1095,0.021,42
88378172,174.02344,-0.447628,266.56934,57.007084,0.0,0.1797,0.2104,0.0201,40.0797,0.018,42
88381732,279.9,-43.008633,352.4061,-16.106853,0.0,0.3643,0.4903,0.376,42.2103,0.056,42
88443230,202.6018,-48.72759,309.5277,13.644451,0.0,0.1153,0.1231,0.0767,38.8,0.128,42
88492912,92.8125,-17.426323,224.40248,-16.540611,0.0,0.2517,0.2331,0.0157,40.3297,0.144,42
88578296,208.30078,-29.656013,318.64703,31.32392,0.0,0.2208,2.4234,1.1456,46.4657,0.049,42
88651372,106.52344,-21.221792,233.51309,-6.432878,0.0,0.2174,0.2089,0.012,40.0624,0.529,90
88730230,90.87891,-40.228184,246.86664,-25.819494,0.0,0.1145,0.0848,0.8877,37.9346,0.056,42
88733644,72.07031,-33.689194,235.66287,-39.196903,0.0,0.0926,0.1101,0.0237,38.5393,0.013,90
88872698,50.70136,-48.72759,259.76028,-53.738274,0.0,0.3443,0.3288,0.0095,41.1858,0.016,90
88875467,298.82812,-11.567418,29.555904,-19.34813,0.0,0.096,0.0855,0.0213,37.9528,0.146,42
88990907,55.546875,-9.745426,197.88042,-46.21508,0.0,0.0701,0.0735,0.0253,37.6067,0.078,42
89023208,28.125,-9.745426,165.46107,-67.42544,0.0,0.3009,0.4627,0.2757,42.0598,0.018,42
89095260,47.460938,-26.443335,219.69106,-59.202152,0.0,0.2666,0.2776,0.0121,40.7621,0.016,90
89278328,335.03906,-29.48446,19.803501,-56.76327,0.0,0.1596,0.1546,0.0248,39.3384,0.014,42
89285651,348.39844,-29.142223,21.841766,-68.37437,0.0,0.2286,0.2079,1.1914,40.0501,0.04,90
89325014,54.84375,-33.689194,233.75128,-53.454082,0.0,0.0315,0.0544,0.0438,36.9229,0.007,90
89361203,125.33203,-36.79533,255.20296,-0.039997,0.0,0.1634,0.5534,0.2412,42.5262,0.761,90
89506421,58.958332,-49.70239,258.43646,-48.323578,0.0,0.5483,0.4975,0.2532,42.2483,0.009,90
89580488,41.490826,-49.31284,265.89145,-58.762478,0.0,0.3258,0.6098,0.2455,42.7817,0.025,90
89612326,15.820312,-29.82786,259.67758,-86.25053,0.0,0.1046,0.108,0.0142,38.4943,0.018,42
89613764,29.355469,-9.896853,168.13547,-66.784546,0.0,0.2547,0.5317,0.4061,42.4216,0.019,42
89763536,26.015625,-14.323464,169.32841,-72.26918,0.0,0.5124,0.5225,0.0195,42.3763,0.015,90
89827083,39.023438,-7.331168,179.17007,-58.26083,0.0,0.2815,0.531,0.2875,42.418,0.024,90
89853309,306.5625,-20.902014,23.227543,-29.795721,0.0,0.1063,0.104,0.0126,38.4066,0.053,42
89908996,197.40234,-35.31877,307.1066,27.405638,0.0,0.1616,0.1789,0.0164,39.6876,0.047,42
89959118,110.21484,-21.061817,234.95236,-3.298741,0.0,0.421,0.4542,0.0254,42.0118,0.614,90
89980429,88.59375,-34.409527,240.0926,-26.01546,0.0,0.6935,0.679,0.0146,43.0659,0.035,90
89996660,129.02344,-4.031936,229.31052,21.063349,0.0,0.2024,1.0978,0.3056,44.3508,0.028,42
90001213,158.55469,-7.632146,254.27742,41.920788,0.0,0.5355,0.5195,0.0234,42.361,0.056,90
90098804,31.464844,-21.702768,199.205,-72.23293,0.0,0.6035,0.6225,0.0086,42.8362,0.012,90
90151673,262.96875,1.044512,24.52871,18.123135,0.0,0.3054,0.3224,0.7817,41.136,0.207,90
90153329,41.55612,-53.57223,272.1461,-56.14591,0.0,0.3449,0.3459,0.0501,41.3141,0.048,90
90188238,88.41797,-25.613083,230.84032,-23.407171,0.0,0.2483,0.2581,0.0259,40.581,0.028,90
90193248,76.81641,-34.953865,238.08626,-35.556236,0.0,0.2634,2.9456,1.0392,46.9783,0.017,42
90222007,65.390625,-9.442778,203.67421,-37.508583,0.0,0.2742,0.2561,0.0135,40.5617,0.108,90
90284720,89.73373,-58.730057,267.36505,-29.646753,0.0,0.2692,0.4889,0.1148,42.2027,0.036,90
90318403,178.59375,-18.997131,284.70538,41.846172,0.0,0.3157,0.2955,0.4027,40.9177,0.034,90
90325864,205.83984,-8.385539,324.25174,52.32376,0.0,0.1561,0.1564,0.6484,39.3659,0.042,90
90429960,98.26172,-38.300922,246.69438,-19.79168,0.0,0.1816,0.183,0.0134,39.7409,0.063,90
90535444,334.33594,-28.461132,21.521595,-56.040897,0.0,0.574,0.6416,0.0405,42.9158,0.015,90
90539476,194.93698,-45.389202,304.4612,17.457869,0.0,0.1064,2.2821,0.448,46.3071,0.078,42
90582474,9.667969,-7.782714,113.45834,-70.41929,0.0,0.686,0.6971,0.018,43.1359,0.036,90
90614124,316.62897,-48.72759,350.4751,-41.992603,0.0,0.4028,0.3481,0.2301,41.3302,0.031,90
90663647,156.73914,-51.44946,281.2833,5.245603,0.0,0.1998,0.2118,0.5429,40.0954,0.307,42
90700440,289.03845,-46.17818,351.47403,-23.285925,0.0,0.1401,0.1405,0.0086,39.1117,0.059,90
90795265,129.02344,-33.331287,254.15497,4.434923,0.0,0.1177,0.0978,1.0979,38.2642,0.263,42
90813331,2.636719,-8.687297,93.35916,-69.177124,0.0,0.4971,0.3948,0.0405,41.651,0.039,90
90857932,116.36719,2.537361,216.8777,13.171291,0.0,0.1754,0.1647,0.232,39.4892,0.036,42
90880969,338.3789,-3.882372,62.060925,-49.713764,0.0,0.2674,0.2686,0.4337,40.6798,0.036,90
90950273,71.36719,-22.508005,221.6391,-37.161034,0.0,0.3339,0.3488,0.3393,41.3351,0.034,90
90976719,341.1914,-13.86195,50.72289,-57.635265,0.0,0.2869,0.2795,0.0778,40.779,0.045,90
90986412,37.441406,-19.471222,199.41536,-66.21064,0.0,0.0644,0.0773,0.0084,37.7239,0.02,90
91042581,22.324219,-2.388015,144.65862,-63.65131,0.0,0.2017,2.4258,0.8824,46.4684,0.036,90
91091065,30.761719,-2.686724,161.02425,-60.151016,0.0,0.232,0.2197,0.0207,40.1848,0.021,90
91177254,112.725,-52.801853,264.70386,-15.725208,0.0,0.4256,0.5712,0.3709,42.6095,0.167,90
91252100,63.814655,-46.571846,252.98744,-45.77064,0.0,0.1377,2.3976,1.2146,46.4375,0.012,42
91270103,52.411766,-42.01042,248.18346,-54.592453,0.0,0.4661,0.2995,0.096,40.9511,0.009,90
91293987,292.32422,-16.334824,22.261316,-15.58622,0.0,0.1122,0.0963,0.7762,38.2274,0.146,90
91327966,168.57422,-6.880079,264.75195,48.65691,0.0,0.337,0.3929,0.0253,41.6384,0.037,90
91367522,168.04688,-19.9467,273.27054,37.143307,0.0,0.752,0.8078,0.0222,43.5284,0.039,90
91449873,354.375,-11.26298,71.76563,-66.47365,0.0,0.533,0.5824,0.0305,42.6608,0.025,90
91470841,109.51172,-5.67919,221.02998,3.294563,0.0,0.0749,0.9431,0.3005,43.9431,0.262,90
91484679,23.730469,-8.385539,153.71347,-68.61799,0.0,0.3013,0.5721,0.0649,42.6135,0.026,90
91569173,339.08203,-39.83844,359.7542,-59.33265,0.0,0.6454,0.6174,0.0134,42.8145,0.015,90
91581101,277.73438,-35.501846,358.78247,-11.541624,0.0,0.5667,0.1954,0.251,39.8998,0.1,42
91642065,332.78442,-59.109406,332.41467,-47.811405,0.0,0.2904,0.302,0.008,40.9718,0.019,90
91676719,118.47656,-10.655059,229.70055,8.693606,0.0,0.2415,0.2514,0.0056,40.5155,0.129,90
91691453,315.0,-23.806295,22.881933,-38.11503,0.0,0.2067,0.1834,0.0094,39.7475,0.058,90
91732512,224.29688,-17.739365,340.67606,35.754223,0.0,0.0896,0.1095,0.4839,38.5265,0.095,42
91759166,307.4414,-36.423573,5.747713,-34.65583,0.0,0.1455,0.1598,0.0181,39.4162,0.041,42
91760741,62.753906,-32.442867,232.50801,-46.75775,0.0,0.4454,0.3466,0.034,41.3189,0.012,90
91836004,88.41797,-22.66961,227.85098,-22.367851,0.0,0.2702,0.2645,0.0144,40.6413,0.034,42
91836804,29.224138,-57.78013,286.809,-57.251926,0.0,0.5194,0.6035,0.0329,42.7545,0.016,90
91994218,93.515625,-37.356377,244.46025,-23.050077,0.0,0.0948,0.0911,0.2162,38.0991,0.068,90
92040236,133.41797,-11.110882,238.2085,20.862865,0.0,0.9103,0.9387,0.0288,43.9306,0.03,90
92045511,191.25,-52.029728,301.92383,10.829418,0.0,0.2819,0.3071,0.0288,41.0141,0.125,90
92113420,159.4336,-22.66961,266.71912,30.640787,0.0,0.3057,0.3055,0.8365,41.0011,0.046,90
92115051,37.617188,-14.323464,188.88902,-63.620663,0.0,0.2055,0.196,0.0135,39.9071,0.017,42
92148656,54.492188,-34.409527,234.95995,-53.75308,0.0,0.3917,0.3823,0.0226,41.5689,0.01,90
92253169,218.32031,-4.031936,345.11246,50.309166,0.0,0.11,0.114,0.0121,38.6204,0.094,90
92263953,286.45374,-47.55368,349.51068,-21.970564,0.0,0.4399,0.4831,0.032,42.1718,0.066,90
92296606,203.46983,-46.571846,310.4864,15.676422,0.0,0.1989,0.1067,0.0507,38.4653,0.091,90
92321294,3.691406,-31.738394,0.732648,-80.785385,0.0,0.3466,0.3502,0.0049,41.3452,0.01,90
92330883,337.5,-33.331287,12.68701,-58.979202,0.0,0.2122,0.2128,0.0083,40.1071,0.011,42
92332602,336.79688,-28.461132,21.987137,-58.189568,0.0,0.1539,0.1773,0.0271,39.6656,0.015,42
92412349,89.296875,-23.480536,228.98297,-21.907425,0.0,0.7364,0.7014,0.028,43.1523,0.03,90
92436396,105.42254,-50.28581,260.47455,-18.985659,0.0,0.1628,2.5134,0.729,46.5618,0.076,90
92564906,15.292969,-12.635625,132.34715,-75.32914,0.0,0.4721,0.8542,0.2616,43.678,0.02,90
92577210,161.89453,-23.969482,269.7459,30.803349,0.0,0.4459,0.4945,0.7553,42.2324,0.059,90
92769684,336.26953,-33.868706,11.730537,-57.93571,0.0,0.5661,0.5903,0.0144,42.6959,0.012,90
92819190,81.03516,-12.635625,214.78284,-24.998652,0.0,0.2563,0.2991,0.0179,40.9475,0.12,90
92829168,350.5078,-2.537361,78.08182,-57.405117,0.0,0.0701,0.1093,0.0203,38.522,0.037,42
92845579,122.14286,-54.916332,269.27603,-11.783045,0.0,0.0759,0.1055,0.6471,38.4391,0.298,42
92900743,276.08606,-44.20153,350.13953,-14.043231,0.0,0.5592,0.5709,0.0077,42.6084,0.075,90
92916085,234.17647,-42.01042,332.91946,11.039951,0.0,0.4075,0.4033,0.109,41.7056,0.178,90
92928530,29.504717,-50.480045,278.88663,-63.425945,0.0,0.5344,0.5035,0.1318,42.2792,0.015,90
92999561,346.9922,-13.094776,57.913773,-62.04333,0.0,0.2192,0.2299,0.0223,40.2955,0.029,90
93135161,57.83203,-32.79717,232.47748,-50.91795,0.0,0.4485,0.4003,0.0282,41.6861,0.008,90
93260510,157.14844,-2.238686,247.68935,44.7715,0.0,0.5496,0.5839,0.0265,42.6673,0.036,90
93303567,188.4375,-36.609226,298.97913,26.126728,0.0,0.3569,0.3635,0.011,41.4403,0.053,90
93673446,190.76471,-42.01042,301.2667,20.834232,0.0,0.1159,0.1042,0.0138,38.4099,0.083,42
93682013,344.0039,-39.450893,358.3259,-63.07945,0.0,0.2068,0.188,0.0203,39.8066,0.011,42
93686217,179.82422,-17.582775,285.679,43.535336,0.0,0.2424,0.2098,0.9897,40.0728,0.038,42
93701425,228.33984,-5.67919,354.54514,42.5357,0.0,0.6183,0.624,0.0213,42.8425,0.075,90
93705806,12.480469,-31.738394,306.93527,-85.37807,0.0,0.5236,0.5213,0.0189,42.3702,0.015,90
93741151,296.1914,-33.510056,6.478935,-25.014948,0.0,0.242,0.2662,0.015,40.6574,0.17,42
93751792,315.0,-13.094776,35.336784,-34.36539,0.0,0.4477,0.4826,0.0424,42.1689,0.032,90
93756669,18.632812,-16.801838,151.4752,-78.37314,0.0,0.9098,0.9193,0.0526,43.8746,0.02,42
93772396,102.83203,-20.423615,231.2559,-9.178972,0.0,0.1882,0.1981,0.0068,39.9328,0.224,90
93795513,64.16016,-30.0,229.26726,-45.226128,0.0,0.4424,0.4958,0.4537,42.2391,0.039,90
93848612,40.78125,-9.745426,184.83037,-58.4539,0.0,0.0659,0.0608,0.0181,37.1763,0.021,90
93918542,207.42188,-23.806295,319.70923,37.160442,0.0,0.6505,0.6452,0.0319,42.9306,0.064,90
93923383,56.601562,-34.048595,234.40457,-52.003944,0.0,0.1291,0.1876,0.1288,39.8019,0.008,42
93971222,243.10547,-17.270004,356.46045,24.086277,0.0,0.2373,0.2696,0.0195,40.6889,0.225,42
93987483,135.35156,-8.536388,237.10173,23.897713,0.0,0.257,0.2811,0.9331,40.7933,0.029,90
94021808,15.117188,-11.567418,131.12921,-74.29526,0.0,0.1548,0.1574,0.0133,39.38,0.026,42
94073704,304.45312,-4.031936,39.379604,-21.025623,0.0,0.2449,2.9025,1.3323,46.9397,0.109,90
94116568,189.49219,-40.817047,300.1843,21.982832,0.0,0.3145,0.2671,0.027,40.6656,0.104,42
